HomePlanet,CryoSleep,Destination,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Group_Number,Group_Size,Cabin_Deck,Cabin_Side,Total_Spend,Has_Spent,Age_Group,Cabin_Region
1.5690571713091472,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,-0.47927148963515354,-0.48829103329356954,-0.4419127579334549,-0.46036450104670223,-0.4469762039193801,-1.7254956326451785,-0.644400357342441,2.0654677791620073,-1.0305353849578571,-1.15186783016199,1.1733557813502267,-0.39644172448819015,0.6013990213209863
-0.8265486570463135,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,0.19968357359325836,-0.4273495665996348,-0.26159079986333267,2.5458200989178783,-0.1270162155639742,-1.7251233042069907,-0.644400357342441,-0.43118805455013026,0.9703693969139103,0.6384159092812661,-0.8522564220455459,-1.08211303621133,0.6013990213209863
1.5690571713091472,-0.7389670070130387,-0.6149388958132651,-6.819762276586884,-0.45895378024261463,0.9956451213758456,-0.4419127579334549,2.2302924822478167,-0.4210319806600669,-1.7247509757688029,-0.051222739547447355,0.8171398623059386,0.9703693969139103,1.3557220231665474,-0.8522564220455459,0.9749008989580897,0.6013990213209863
1.5690571713091472,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,-0.47927148963515354,0.622033680126967,-0.06821455179829551,2.218586872984353,-0.24524204986968523,-1.7247509757688029,-0.051222739547447355,0.8171398623059386,0.9703693969139103,1.1669915026609334,-0.8522564220455459,-0.39644172448819015,0.6013990213209863
-0.8265486570463135,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,0.7255962429402366,-0.17648128627715642,0.25786442761772166,1.7907538124012066,-0.43688372876527487,-1.724378647330615,-0.644400357342441,-0.43118805455013026,0.9703693969139103,0.7450257211371938,-0.8522564220455459,0.2892295872349498,0.6013990213209863
-0.8265486570463135,-0.7389670070130387,0.618552826843408,0.1466326771291027,-0.47927148963515354,1.9430867586257472,-0.4419127579334549,1.2612867369031944,-0.4469762039193801,-1.7240063188924273,-0.644400357342441,-0.43118805455013026,-1.0305353849578571,0.6520479520549008,-0.8522564220455459,-0.39644172448819015,0.6013990213209863
-0.8265486570463135,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,-0.35061671054605775,2.9154619614149118,-0.4316983036292582,-0.46036450104670223,-0.4469762039193801,-1.7236339904542395,-0.051222739547447355,-0.43118805455013026,0.9703693969139103,0.8460485842037682,-0.8522564220455459,-0.39644172448819015,0.6013990213209863
-0.8265486570463135,1.3532403889614455,-0.6149388958132651,0.1466326771291027,-0.47927148963515354,-0.48829103329356954,-0.4419127579334549,-0.46036450104670223,-0.4469762039193801,-1.7236339904542395,-0.051222739547447355,0.1929759038779042,0.9703693969139103,-1.15186783016199,1.1733557813502267,-0.39644172448819015,0.6013990213209863
-0.8265486570463135,-0.7389670070130387,-0.6149388958132651,0.1466326771291027,-0.47927148963515354,2.3778098093164868,-0.35250814524035384,0.5776218668212987,-0.4469762039193801,-1.7232616620160515,-0.644400357342441,-0.43118805455013026,0.9703693969139103,0.7262651739058877,-0.8522564220455459,-0.39644172448819015,0.6013990213209863
1.5690571713091472,1.3532403889614455,1.852044549500081,0.1466326771291027,-0.47927148963515354,-0.48829103329356954,-0.4419127579334549,-0.46036450104670223,-0.4469762039193801,-1.7228893335778637,1.1351324960425402,2.0654677791620073,-1.0305353849578571,-1.15186783016199,1.1733557813502267,1.6605722106812297,0.6013990213209863
